https://github.com/Sveino/Inst4CIM-KG/issues/100 shorten prop names in JSONLD?
https://github.com/Sveino/Inst4CIM-KG/issues/101 represent instances as JSONLD
https://github.com/Sveino/Inst4CIM-KG/issues/107 `First_Terminal, Second_Terminal` use unusual separator
https://github.com/Sveino/Inst4CIM-KG/issues/119 multiple per-profile graphs in JSON-LD?
https://github.com/Sveino/Inst4CIM-KG/issues/124 examine props-same-name-different-range for errors
https://github.com/Sveino/Inst4CIM-KG/issues/125 fix props with multiple Ranges
https://github.com/Sveino/Inst4CIM-KG/issues/126 delete extraneous "source" files
https://github.com/Sveino/Inst4CIM-KG/issues/127 What is the unit for `Money` props?
https://github.com/Sveino/Inst4CIM-KG/issues/128 cost/price (xsd:decimal) props not defined as `dataType Money`
https://github.com/Sveino/Inst4CIM-KG/issues/133 voc folder and image
https://github.com/Sveino/Inst4CIM-KG/issues/136 Mapping plain JSON to JSON-LD with LinkML
https://github.com/Sveino/Inst4CIM-KG/issues/140 consider options for using SHACL on graphs
https://github.com/Sveino/Inst4CIM-KG/issues/145 do we need PropertyReference UUIDs in the ontologies?
https://github.com/Sveino/Inst4CIM-KG/issues/146 Mapping bidirectional UML relation to LinkML
https://github.com/Sveino/Inst4CIM-KG/issues/147 consider resolvable model (graph) URLs
https://github.com/Sveino/Inst4CIM-KG/issues/148 add URI options to `cim-trig.pl`?
https://github.com/Sveino/Inst4CIM-KG/issues/27 get rid of `profcim` Primitives
https://github.com/Sveino/Inst4CIM-KG/issues/31 change some langString to string
https://github.com/Sveino/Inst4CIM-KG/issues/34 define prefixes `uml` and `xsd`
https://github.com/Sveino/Inst4CIM-KG/issues/47 remove spaces and lang tags from key values
https://github.com/Sveino/Inst4CIM-KG/issues/51 Update NC profiles release 2.3.1
https://github.com/Sveino/Inst4CIM-KG/issues/55 Representing datatypes in JSON-LD
https://github.com/Sveino/Inst4CIM-KG/issues/59 Establish ontology best practices and hygiene checks
https://github.com/Sveino/Inst4CIM-KG/issues/60 remove `AP` from `voc, con` file/folder names 
https://github.com/Sveino/Inst4CIM-KG/issues/63 Naming of target files
https://github.com/Sveino/Inst4CIM-KG/issues/64 Upload latest files CGMES v3 from the Application library 
https://github.com/Sveino/Inst4CIM-KG/issues/73 Multilinguality in CIM?
https://github.com/Sveino/Inst4CIM-KG/issues/76 cim:ActivePowerPerFrequency.unit is wrong
https://github.com/Sveino/Inst4CIM-KG/issues/78 remove "Compounds"? what is cim:Status?
https://github.com/Sveino/Inst4CIM-KG/issues/80 EIC linked data publication?
https://github.com/Sveino/Inst4CIM-KG/issues/81 remove values like `other`
https://github.com/Sveino/Inst4CIM-KG/issues/83 some literals that should be URLs
https://github.com/Sveino/Inst4CIM-KG/issues/84 missing datatypes
https://github.com/Sveino/Inst4CIM-KG/issues/91 generic identifiers (cim:Name)
https://github.com/Sveino/Inst4CIM-KG/issues/96 coordinate props should be xsd:decimal
https://github.com/Sveino/Inst4CIM-KG/issues/97 check out CDC
